consecutive_number,f0_,f1_,f2_,f3_,f4_,f5_,f6_,f7_,f8_,f9_,f10_,f11_,f12_,f13_,f14_,f15_
122584,Florida,Rural,2016-12-01T09:05:00Z,Daylight,28.17868889,-80.65056944,Dry,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
371211,North Carolina,Rural,2016-11-28T14:15:00Z,Daylight,35.38654167,-81.20471389,Dry,Brick or Block,Straight,"Grade, Unknown Slope",No,65,Not Distracted,"Ill, Blackout",No Obstruction Noted,Cloudy
210327,Kentucky,Rural,2016-06-15T08:57:00Z,Daylight,37.99913056,-85.48884722,Wet,"Blacktop, Bituminous, or Asphalt",Curve – Unknown Direction,Level,No,63,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
60387,California,Urban,2016-03-19T07:55:00Z,Daylight,34.1217,-118.33983889,Dry,Concrete,Straight,Uphill,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
40491,Arizona,Rural,2016-08-03T13:20:00Z,Daylight,36.32973056,-109.62145833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
210488,Kentucky,Rural,2016-09-09T08:40:00Z,Daylight,38.04515,-84.87388333,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,53,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
390337,Ohio,Rural,2016-05-23T15:59:00Z,Daylight,39.54712778,-83.32576111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,Other Physical Impairment,No Obstruction Noted,Cloudy
130134,Georgia,Urban,2016-02-15T07:45:00Z,Daylight,34.34565278,-84.91109444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121192,Florida,Urban,2016-03-17T16:27:00Z,Daylight,30.70463889,-84.85208333,Wet,Not Reported,Curve Right,Downhill,"Yes, Too Fast for Conditions",25,Not Distracted,None/Apparently Normal,"Reflected Glare, Bright Sunlight, Headlights",Cloudy
390088,Ohio,Urban,2016-02-16T15:47:00Z,Daylight,41.06192222,-83.54115278,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550387,Wisconsin,Urban,2016-10-08T01:41:00Z,Dark – Lighted,43.03537222,-89.43331389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,60,Not Distracted,None/Apparently Normal,"Curve, Hill, or Other Roadway Design Features",Cloudy
400289,Oklahoma,Urban,2016-06-28T18:54:00Z,Daylight,36.72801111,-95.92234444,Dry,Concrete,Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
220339,Louisiana,Rural,2016-07-11T17:43:00Z,Daylight,30.8425,-90.51130833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10890,Alabama,Rural,2016-12-27T13:20:00Z,Daylight,32.36887778,-86.05268056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120720,Florida,Urban,2016-04-15T22:00:00Z,Dark – Not Lighted,24.88591111,-80.68351944,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121127,Florida,Urban,2016-06-02T07:38:00Z,Daylight,25.76089444,-80.44860556,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121704,Florida,Urban,2016-08-04T20:38:00Z,Dark – Lighted,27.44769444,-82.57536944,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
440044,Rhode Island,Urban,2016-12-13T16:07:00Z,Dusk,41.83437778,-71.56287222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,"Yes, Specifics Unknown",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10878,Alabama,Urban,2016-12-23T19:28:00Z,Dark – Lighted,33.64382222,-85.78593333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
220685,Louisiana,Urban,2016-12-16T17:07:00Z,Dusk,32.23209722,-92.70784722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,28,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121391,Florida,Urban,2016-06-27T19:52:00Z,Dark – Not Lighted,24.95465,-80.58246944,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
470426,Tennessee,Urban,2016-05-02T05:15:00Z,Dark – Lighted,36.04288611,-86.60653889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122643,Florida,Urban,2016-12-11T20:30:00Z,Dark – Lighted,30.49116111,-86.12133056,Wet,Not Reported,Straight,Uphill,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
130590,Georgia,Urban,2016-06-11T22:37:00Z,Dark – Lighted,33.57436944,-84.56641111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550493,Wisconsin,Rural,2016-11-26T17:15:00Z,Dark – Not Lighted,45.00870278,-88.04513333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390365,Ohio,Urban,2016-05-25T15:58:00Z,Daylight,39.35085,-84.19110278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120744,Florida,Rural,2016-04-15T16:35:00Z,Daylight,29.118725,-81.180425,Dry,Not Reported,Straight,Level,No,65,Not Distracted,"Ill, Blackout",No Obstruction Noted,Cloudy
10485,Alabama,Rural,2016-08-09T13:50:00Z,Daylight,33.96714722,-85.76516111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550060,Wisconsin,Rural,2016-02-20T10:44:00Z,Daylight,45.39588056,-92.40775833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550216,Wisconsin,Rural,2016-06-05T00:50:00Z,Dark – Lighted,43.17943333,-89.324275,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",70,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
391012,Ohio,Rural,2016-12-10T06:35:00Z,Dark – Not Lighted,41.34868333,-83.45572222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,Other Physical Impairment,No Obstruction Noted,Cloudy
130135,Georgia,Urban,2016-02-15T15:52:00Z,Daylight,31.71319167,-83.20495,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270239,Minnesota,Urban,2016-09-18T17:36:00Z,Daylight,45.03666667,-93.40089444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",100,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
40230,Arizona,Urban,2016-04-09T01:39:00Z,Dark – Lighted,33.38638333,-111.79955,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",100,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
40402,Arizona,Urban,2016-06-29T18:33:00Z,Daylight,33.38653056,-111.55524444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
180024,Indiana,Rural,2016-01-16T15:27:00Z,Daylight,40.27018056,-86.71915278,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,While Talking or Listening to Cellular Phone,None/Apparently Normal,No Obstruction Noted,Cloudy
122217,Florida,Urban,2016-10-08T00:41:00Z,Dark – Lighted,25.96553056,-80.20598889,Dry,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121523,Florida,Urban,2016-07-12T18:55:00Z,Dusk,27.456325,-81.42444722,Wet,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
400439,Oklahoma,Urban,2016-09-08T12:27:00Z,Daylight,36.22159444,-95.85165833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121038,Florida,Rural,2016-05-17T22:17:00Z,Dark – Not Lighted,30.50310278,-84.0961,Wet,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550093,Wisconsin,Rural,2016-03-25T20:06:00Z,Dark – Not Lighted,42.65647222,-90.57281389,Dry,Concrete,Curve Right,Level,No,65,Not Distracted,None/Apparently Normal,"Curve, Hill, or Other Roadway Design Features",Cloudy
240466,Maryland,Urban,2016-12-27T11:21:00Z,Daylight,39.04644444,-76.98694167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
131204,Georgia,Urban,2016-11-05T20:20:00Z,Dark – Not Lighted,33.48617778,-84.34050278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",96,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
63478,California,Urban,2016-12-04T21:42:00Z,Dark – Not Lighted,34.42022778,-117.39945833,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Racing",78,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
122400,Florida,Urban,2016-10-23T19:55:00Z,Dark – Lighted,25.76186111,-80.33621111,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120162,Florida,Urban,2016-02-21T19:26:00Z,Dark – Lighted,27.44771111,-82.57538889,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122658,Florida,Urban,2016-12-10T17:50:00Z,Dark – Lighted,28.10055,-82.73963889,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210565,Kentucky,Rural,2016-10-08T18:30:00Z,Dark – Not Lighted,37.38165833,-86.92275,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope","Yes, Exceeded Speed Limit",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390934,Ohio,Rural,2016-11-14T12:40:00Z,Daylight,40.22368611,-82.54568333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,36,While Manipulating Cellular Phone,None/Apparently Normal,No Obstruction Noted,Clear
122077,Florida,Urban,2016-09-18T14:45:00Z,Daylight,27.92926111,-82.401875,Dry,Not Reported,Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120531,Florida,Urban,2016-03-26T22:48:00Z,Dark – Lighted,30.28688611,-81.52767222,Dry,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120712,Florida,Urban,2016-03-16T00:31:00Z,Dark – Lighted,30.28725,-81.4891,Dry,Not Reported,Straight,Level,No,90,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
450247,South Carolina,Urban,2016-04-30T00:47:00Z,Dark – Lighted,34.83830833,-82.44491944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
170890,Illinois,Urban,2016-11-08T21:17:00Z,Dark – Lighted,38.58325278,-89.87408889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
340432,New Jersey,Urban,2016-07-14T21:07:00Z,Dark – Lighted,39.83112778,-75.00246111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122058,Florida,Urban,2016-09-19T05:23:00Z,Dark – Not Lighted,28.33118611,-82.69916667,Dry,Not Reported,Straight,Level,No,45,While Using or Reaching For Device/Object Brought Into Vehicle,None/Apparently Normal,No Obstruction Noted,Clear
120673,Florida,Urban,2016-04-01T21:11:00Z,Dark – Lighted,30.45751111,-81.6358,Dry,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210217,Kentucky,Urban,2016-05-06T22:50:00Z,Dark – Lighted,38.16376667,-85.83146667,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,No,13,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121241,Florida,Urban,2016-06-08T21:17:00Z,Dark – Lighted,28.99818889,-82.44334167,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121303,Florida,Urban,2016-06-16T20:24:00Z,Dusk,27.54546111,-82.56434444,Dry,Not Reported,Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
123076,Florida,Urban,2016-02-23T18:36:00Z,Dark – Lighted,29.00719167,-81.30266389,Dry,Not Reported,Straight,Level,No,30,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121574,Florida,Urban,2016-07-24T04:23:00Z,Dark – Lighted,25.76106944,-80.4171,Dry,Not Reported,Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
122644,Florida,Urban,2016-12-07T15:24:00Z,Daylight,29.06945,-81.25462778,Dry,Not Reported,Straight,Level,No,55,Other Cellular Phone Related,None/Apparently Normal,No Obstruction Noted,Clear
121125,Florida,Urban,2016-05-31T20:33:00Z,Dark – Lighted,27.47827222,-82.56301944,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210442,Kentucky,Urban,2016-08-19T20:22:00Z,Dusk,38.21686111,-84.85583333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
123015,Florida,Urban,2016-12-18T22:06:00Z,Dark – Lighted,26.28406944,-80.20181944,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
170160,Illinois,Urban,2016-03-09T22:52:00Z,Dark – Lighted,41.79048333,-87.86864722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
170047,Illinois,Urban,2016-01-22T18:12:00Z,Dusk,41.66333611,-87.85458333,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",58,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
340438,New Jersey,Urban,2016-08-03T21:00:00Z,Dusk,40.64450556,-74.813425,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,18,While Talking or Listening to Cellular Phone,None/Apparently Normal,No Obstruction Noted,Clear
121752,Florida,Urban,2016-08-07T19:56:00Z,Dusk,30.41133056,-87.22948056,Dry,Not Reported,Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122014,Florida,Urban,2016-04-03T21:02:00Z,Dark – Lighted,26.53880556,-80.05742778,Dry,Not Reported,Straight,Level,No,90,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220653,Louisiana,Urban,2016-12-17T19:30:00Z,Dark – Lighted,30.00596111,-90.03443889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210623,Kentucky,Rural,2016-10-05T10:38:00Z,Daylight,36.70284722,-85.15391111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,53,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390080,Ohio,Rural,2016-02-05T09:18:00Z,Daylight,40.16021111,-82.67238611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",91,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10560,Alabama,Rural,2016-05-28T16:10:00Z,Daylight,33.99878056,-86.75125833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390956,Ohio,Rural,2016-08-06T19:25:00Z,Daylight,40.142475,-83.52958611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,Other Physical Impairment,No Obstruction Noted,Clear
10215,Alabama,Rural,2016-01-02T14:27:00Z,Daylight,32.45438889,-86.20615556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
550116,Wisconsin,Rural,2016-04-14T08:19:00Z,Daylight,42.97388611,-90.60284722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Other Cellular Phone Related,None/Apparently Normal,No Obstruction Noted,Clear
80176,Colorado,Rural,2016-06-04T12:05:00Z,Daylight,39.49083333,-105.34808889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
270288,Minnesota,Rural,2016-10-21T14:44:00Z,Daylight,44.58885833,-92.98511944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370083,North Carolina,Rural,2016-01-24T17:17:00Z,Dusk,35.64985833,-78.00206111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,"Reflected Glare, Bright Sunlight, Headlights",Clear
470731,Tennessee,Rural,2016-10-09T18:43:00Z,Daylight,35.02313889,-84.35581111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,0,Other Cellular Phone Related,Other Physical Impairment,"Reflected Glare, Bright Sunlight, Headlights",Clear
10831,Alabama,Rural,2016-06-12T10:30:00Z,Daylight,32.68056944,-86.79071944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,75,While Manipulating Cellular Phone,None/Apparently Normal,No Obstruction Noted,Clear
550091,Wisconsin,Rural,2016-03-17T18:24:00Z,Daylight,43.01455278,-91.10307778,Dry,"Blacktop, Bituminous, or Asphalt",Curve Left,Level,"Yes, Too Fast for Conditions",55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
490131,Utah,Rural,2016-07-15T14:15:00Z,Daylight,39.81555556,-110.93879167,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope",No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
370855,North Carolina,Rural,2016-08-31T21:09:00Z,Dark – Not Lighted,35.70814444,-78.65987778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10225,Alabama,Rural,2016-01-17T18:05:00Z,Dark – Not Lighted,34.97452778,-87.52050556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
320171,Nevada,Rural,2016-09-16T15:18:00Z,Daylight,77.7777,777.7777,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,"Yes, Too Fast for Conditions",72,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
120939,Florida,Rural,2016-05-06T23:00:00Z,Dark – Not Lighted,30.75213889,-86.63411944,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",38,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
220638,Louisiana,Rural,2016-11-12T00:00:00Z,Daylight,29.97839167,-90.22096389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
180519,Indiana,Rural,2016-09-04T10:15:00Z,Daylight,39.24305278,-85.34716667,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,"Yes, Exceeded Speed Limit",75,Not Distracted,None/Apparently Normal,Other Visual Obstruction,Clear
200058,Kansas,Rural,2016-03-16T14:54:00Z,Daylight,39.86872778,-95.77598333,Dry,Concrete,Curve Left,"Grade, Unknown Slope",No,43,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10571,Alabama,Rural,2016-05-23T09:52:00Z,Daylight,32.27014167,-86.16886389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
